"Model","Mean_AUC_ratio","pval_pROC","Omission_rate_at_5%","AICc","delta_AICc","W_AICc","num_parameters"
"M_0.1_F_h_Set_3",1.42660364824945,0,0.0517241379310345,14867.6981048126,8814.13978020231,0,185
"M_0.1_F_h_Set_4",1.43974230867057,0,0.0517241379310345,NA,NA,NA,206
"M_0.1_F_h_Set_5",1.42212153348631,0,0.0517241379310345,NA,NA,NA,211
"M_0.1_F_h_Set_6",1.43898416731973,0,0.0517241379310345,8907.06244715776,2853.50412254751,0,171
"M_0.1_F_h_Set_7",1.42505168090129,0,0.0517241379310345,NA,NA,NA,195
"M_0.1_F_h_Set_8",1.44575526899227,0,0.0517241379310345,14870.2827544989,8816.72442988861,0,185
"M_0.1_F_h_Set_9",1.41731059840329,0,0.0517241379310345,NA,NA,NA,195
"M_0.1_F_lq_Set_1",1.41026603281488,0,0.0517241379310345,6073.13943584597,19.5811112357178,1.15299249693593e-08,13
"M_0.1_F_lq_Set_10",1.41840704359979,0,0.0517241379310345,6077.05095513511,23.4926305248528,1.63132435893248e-09,17
"M_0.1_F_lq_Set_2",1.42063527789805,0,0.0517241379310345,6087.35387152444,33.7955469141898,9.44887130976874e-12,14
"M_0.1_F_lq_Set_3",1.44271855335452,0,0.0517241379310345,6068.02877925605,14.4704546457933,1.4854561492117e-07,15
"M_0.1_F_lq_Set_4",1.42455894865205,0,0.0517241379310345,6074.96859739823,21.4102727879745,4.62367169361124e-09,15
"M_0.1_F_lq_Set_5",1.42045283799276,0,0.0517241379310345,6074.07198741172,20.5136628014698,7.24057250555315e-09,16
"M_0.1_F_lq_Set_6",1.42889478247031,0,0.0517241379310345,6074.56800414879,21.0096795385389,5.65137066452751e-09,16
"M_0.1_F_lq_Set_7",1.40741914120215,0,0.0517241379310345,6076.17004665866,22.6117220484075,2.53725579947321e-09,16
"M_0.1_F_lq_Set_8",1.42267820035669,0,0.0517241379310345,6070.41337338771,16.855048777461,4.5133555095245e-08,15
"M_0.1_F_lq_Set_9",1.43656318300836,0,0.0517241379310345,6067.65918810276,14.1008634925029,1.78917495978615e-07,15
"M_0.1_F_lp_Set_1",1.39286088959579,0,0.0517241379310345,6099.41098506594,45.8526604556901,2.27996055780868e-14,28
"M_0.1_F_lp_Set_10",1.39768622473728,0,0.0517241379310345,6101.41499725752,47.8566726472636,8.37242493835445e-15,29
"M_0.1_F_lp_Set_2",1.39252122450287,0,0.0517241379310345,6104.43037142767,50.8720468174142,1.85421780282542e-15,30
"M_0.1_F_lp_Set_3",1.40859425986044,0,0.0517241379310345,6109.15608972867,55.5977651184139,1.7461186052581e-16,30
"M_0.1_F_lp_Set_4",1.38839535479514,0,0.0517241379310345,6101.59650137168,48.0381767614299,7.65080612255099e-15,26
"M_0.1_F_lp_Set_5",1.40320396022054,0,0.0517241379310345,6093.32009901592,39.7617744056697,4.79727764544428e-13,26
"M_0.1_F_lp_Set_6",1.3933460250539,0,0.0517241379310345,6107.62179935687,54.0634747466183,3.76278863653334e-16,30
"M_0.1_F_lp_Set_7",1.38652021661214,0,0.0517241379310345,6097.70546592183,44.1471413115733,5.35678267807677e-14,26
"M_0.1_F_lp_Set_8",1.39237773528464,0,0.0517241379310345,6096.16853707902,42.6102124687641,1.15540345527903e-13,26
